V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3HphFI72NcsMxxs,Default Response Set,Anonymous,,,152.23.32.154,0,2017-08-22 13:39:27,2017-08-22 13:56:12,1,1,Other institution not in the list,American College of Epidemiology,https://acepidemiology.org/,American College of Epidemiology's Minority Affairs Committee Annual Workshop ,https://acepidemiology.org/ACE/Committees/Minority_Affairs/ACE/Minority_Affairs.aspx?hkey=572477bb-15d9-4be9-ba29-12bd96b74a0e,08/22/2017,External Event,1,,2017-09-23,2017-09-23,"Westin Hotel at the Canal / New Orleans, LA",,,,,,,,"Save the date for the American College of Epidemiology's Minority Affairs Committee (MAC) Annual Workshop: ""Meeting of the minds: why haven't compelling epidemiologic data eliminated health disparities?"" /  / Saturday, September 23, 2017 / 1:00 - 5:00 p.m. /  / About the Committee / The Minority Affairs Committee assesses the status of minorities in the profession, the role of the College in promoting increased minority representation in epidemiology and in the College, and recommends actions to increase research on health concerns of minority populations. The committee is composed of five Fellows or Members appointed by the President to serve three-year terms. /  / For more information, contact Dr. Bertha Hidalgo (bhidalgo@uab.edu) or visit www.acepidemiology.org.",http://test.acepidemiology.org/images/Logo.png,36.052505493164,-79.107696533203,-1,
R_1hMC3yrzUR8xFA2,Default Response Set,Anonymous,,,152.23.32.154,0,2017-08-22 14:17:15,2017-08-22 14:26:22,1,1,Other institution not in the list,AEIMForward,http://www.aeimforward.org/,Registration open for the 5th Annual United States Conference on African Immigrant and Refugee Health (USCAIH),http://www.aeimforward.org/,08/22/2017,External Event,1,,2017-10-05,2017-10-08,"DoubleTree by Hilton Hotel / Washington, DC",,,,,,,,"AEIMforward Tech Services and partner organizations are organizing USCAIH 2017 with the theme:  Advancing the health of Africans Immigrants through Research, Advocacy and Community Engagement . /  / Increasingly, African immigrants and refugees are experiencing deep and pronounced disparities in the areas of behavioral health, chronic diseases, infectious and emerging diseases and access to care. /  / Building on the strengths of last year’s conference, USCAIH 2017 will bring together members of the community, health researchers, academics, public health workers, advocates, provider and community organizers to shed light on, enhance and advance the body of scholarship, programmatic know-how and expertise in the increasingly complex field of African immigrant and refugee health. ",https://content.govdelivery.com/attachments/fancy_images/USOPHSOMH/2017/08/1494705/1473774/uscaih-2017-banner_crop.jpg,36.052505493164,-79.107696533203,-1,
R_bfrIPkF6FqmEQM5,Default Response Set,Anonymous,,,152.23.83.157,0,2017-08-23 11:03:54,2017-08-23 11:04:15,1,1,UNC Carolina Black Caucus,,,Carolina Black Caucus  2017 Welcome Back Reception,https://docs.google.com/forms/d/e/1FAIpQLSde74NCR8tniLwGZ9nsxjvFCBsuYtjSeJQ9eoB_boBzY2Wvqg/viewform,08/22/2017,External Event,1,,2017-08-29,2017-08-29,"Sonja Haynes Stone Center for Black Culture and History / University of North Carolina at Chapel Hill / 150 South Road, Chapel Hill, NC",,,,,,,,"Welcome back to what has already been an eventful start to the school year!  For over 40 years, the Carolina Black Caucus has celebrated and advocated for UNC's African American workforce.  Each year, we hold an event to bring together and uplift our university faculty, staff, and administrators as we celebrate our community.  We invite you to join us for food, fun, & fellowship as we reflect on the work that's still ahead of us. To RSVP, submit the form at http://tinyurl.com/cbcwelcome  / by Friday August 25, 2017. /  / This event is free to non-members.   Meantime, take a moment to check out our website at www.unccbc.com to learn more about the organization and consider becoming a member to help build our community. /  / Thank you and we look forward to your attendance!",https://gallery.mailchimp.com/8b3c2ecebe42a1ef385c3af25/images/77ca688e-37fd-47f5-ad49-d02511e0410d.jpg,36.052505493164,-79.107696533203,-1,
R_6wWyzpSH4V2oE4Z,Default Response Set,Anonymous,,,152.23.33.217,0,2017-08-23 15:31:15,2017-08-23 15:31:36,1,1,UNC Center for Bioethics,,,"The Merrimon Lecture 2017: Pathways to Trust - Genomics, Precision Medicine, and Health Disparities",https://bioethics.unc.edu/talk/merrimon-2017/,08/23/2017,CHER Event,,1,2017-10-04,2017-10-04,Old Clinic Auditorium 4008,,,,,,,,"Please save the date for our 2017 Merrimon Lecture at 12:00 pm, Oct 4. Dr. Wylie Burke will be presenting “Pathways to Trust: Genomics, Precision Medicine, and Health Disparities”. / Wylie Burke, MD, PhD is Professor and former Chair of the Department of Bioethics and Humanities at the University of Washington, Adjunct Professor of Medicine (Medical Genetics). Her work focuses on the ethical and policy implications of genetic information in research and health care.",https://gallery.mailchimp.com/8b3c2ecebe42a1ef385c3af25/images/784a4172-3b72-41d1-b408-e936e6d6acbc.jpg,36.052505493164,-79.107696533203,-1,
R_4Mbc2qvphYjef9H,Default Response Set,Anonymous,,,152.23.33.217,0,2017-08-23 16:00:34,2017-08-23 16:00:57,1,1,Robert Wood Johnson Foundation,,,2018 RWJF Culture of Health Prize,http://www.rwjf.org/en/library/funding-opportunities/2017/chr-prize6.html?rid=k_sRCXLlm6VkKEQV7NuIt7wS_nEGguhk&et_cid=971160,08/22/2017,Funding,,,,,,1,2017-08-10,2017-11-03,http://www.rwjf.org/en/library/funding-opportunities/2017/chr-prize6.html?rid=k_sRCXLlm6VkKEQV7NuIt7wS_nEGguhk&et_cid=971160,"$25,000",,,"At RWJF, building a Culture of Health has become the central aim of what we do, with a goal of giving every person across the nation an opportunity to live the healthiest life possible. Communities are already leading the way to drive local change, and ensuring all residents have an opportunity to make healthy choices in their schools, workplaces and neighborhoods. The RWJF Culture of Health Prize, a collaboration between RWJF and the University of Wisconsin Population Health Institute, is the Foundation's way of honoring communities - urban, rural, tribal, large or small - that are beacons of hope and progress for healthier people, families, and places. ",,36.052505493164,-79.107696533203,-1,
R_1FydjQafziwGkHz,Default Response Set,Anonymous,,,152.23.177.120,0,2017-09-05 09:37:53,2017-09-05 09:40:19,1,1,UNC Center for Health Equity Research,,,CHER September Work in Progress Meeting,https://cher.unc.edu/event/cher-monthly-work-progress-wip-meeting-2017-09-13/,09/05/2017,CHER Event,,1,2017-09-13,2017-09-13,MacNider Hall 328,,,,,,,,"Please save the date to join us for our first Fall CHER Work In Progress meeting with Lauren Brinkley-Rubinstein, PhD, one of our CHER Faculty. Dr. Brinkley-Rubinstein will be presenting on the following, and receiving feedback for her presentation: ""Exploring Knowledge, Interest, and Barriers Related to PrEP Use Among Criminal Justice Involved Men Who Have Sex with Men"".",https://cher.unc.edu/files/2016/08/Brinkley-Rubinstein.jpeg,36.052505493164,-79.107696533203,-1,
R_3phZKRJHdM3nfBr,Default Response Set,Anonymous,,,152.23.173.84,0,2017-09-05 13:12:51,2017-09-05 13:59:07,1,1,National Partnership for Action to End Health Disparities,,,Join a special webinar hosted by the American Indian and Alaska Native NPA Caucus,https://events-na11.adobeconnect.com/content/connect/c1/1312818331/en/events/event/private/1313011123/1679263716/event_landing.html?sco-id=1679308595&_charset_=utf-8,09/05/2017,External Event,1,,2017-09-20,2017-09-20,Webinar,,,,,,,,"Project Venture, an evidence-based intervention, combines traditional native wisdom with positive youth development, social emotional learning, outdoor adventure, and service learning to create a unique approach that has been successful for more than 25 years. The National Indian Youth Leadership Project founded Project Venture and provides training, coaching, mentoring, curriculum development, and grant-writing assistance to program participants. The webinar will highlight the project’s core elements and guiding principles of this unique nternationally recognized native youth program and assist participants with exploring their readiness to implement it. /  / DATE: September 20, 2017 / TIME: 3:00 p.m. – 4:00 p.m. ET",https://events-na11.adobeconnect.com/content/connect/c1/1312818331/en/events/event/private/1313011123/1679263716/event_landing/jcr:content/par/eventbannerlarge.eventbannerlarge.png?imgUrl=https://explorepsa.adobeconnect.com/_a1312818331/aian-september-2017/event/event_banner_large.jpg&defaultImg=/etc/designs/connect/images/EventBannerLarge_740x300.jpg&preWidth=740&preHeight=300&sco-id=1679308595&dm=1503434549950,36.052505493164,-79.107696533203,-1,
R_3Jg9BIa1Cv6aMZG,Default Response Set,Anonymous,,,152.23.173.84,0,2017-09-05 13:59:08,2017-09-05 14:15:46,1,1,University of North Carolina at Chapel Hill,,,Carolina Conversations: The First Amendment and Free Speech at UNC,carolinaconversation.unc.edu,09/05/2017,External Event,1,,2017-09-06,2017-09-06,Pleasants Family Room / Wilson Library / UNC Chapel Hill,,,,,,,,"This discussion will explore what the First Amendment protects, what it does not protect and how it applies in the setting of a public university. We will also discuss state laws and University policies that regulate First Amendment rights. /  / ALL faculty, staff, and students are invited to attend the discussion. /  / Speaker: Mark W. Merritt,  Vice Chancellor and General Counsel /  / Moderator: Dr. G. Rumay Alexander, Associate Vice Chancellor/Chief Diversity / Officer /  / Sponsor: University Office for Diversity & Inclusion",https://carolinaunion.unc.edu/sites/carolinaunion.unc.edu/files/styles/adaptive/public/feature_large/union_carousel-01.png?itok=uutRXcb5,36.052505493164,-79.107696533203,-1,
R_2R3tA9CVNDXIGSS,Default Response Set,Anonymous,,,152.23.173.84,0,2017-09-05 14:15:48,2017-09-05 14:19:47,1,1,UNC Institute for the Arts and Humanities,,,Patricia Matthew: 'Diversity in the Public Arena: The Scholar as Activist',https://www.eventbrite.com/e/patricia-matthew-diversity-in-the-public-arena-the-scholar-as-activist-tickets-37319979062,09/05/2017,External Event,1,,2017-09-19,2017-09-19,Hyde Hall Room 109 / UNC Chapel Hill / 176 East Franklin Street,,,,,,,,"Patricia Matthew, Associate Professor of English at Montclair State University, will deliver a lecture about the necessity for deep investment in diversity and inclusion as part of all university ecosystems. Her talk is driven by her most recent publication, a collection of essays entitled Written/Unwritten: Diversity and the Hidden Truths of Tenure (UNC Press, 2016). Matthew has been interviewing and reading about faculty of color targeted by extremists and will discuss the stakes for the work that colleges and universities are doing right now. /  / September 19, 2017 / 3:30 - 5:00 p.m.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F34596377%2F168332100769%2F1%2Foriginal.jpg?w=800&rect=40%2C0%2C4648%2C2324&s=f4188cf27422c5b7f7e19a015d4b3aec,36.052505493164,-79.107696533203,-1,
R_1Gqhps95n6LbTUh,Default Response Set,Anonymous,,,152.23.83.210,0,2017-09-06 09:53:03,2017-09-06 09:58:07,1,1,UNC Center for Health Equity Research,,,New Publication from CHER: Development of a Systems Science Curriculum to Engage Rural African American Teens in Understanding and Addressing Childhood Obesity Prevention,https://cher.unc.edu/searchpub/development-systems-science-curriculum-engage-rural-african-american-teens-understanding-addressing-childhood-obesity-prevention/,09/06/2017,CHER Publication,,,,,,,,,,,,1,"A recent publication by CHER faculty, Leah Frerichs, PhD, Kristen Hassmiller Lich, PhD, Tiffany L. Young, PhD, Gaurav Dave, MD, DrPH, MPH, Giselle Corbie-Smith, MD, MSc and their collaborators entitled ""Development of a Systems Science Curriculum to Engage Rural African American Teens in Understanding and Addressing Childhood Obesity Prevention"" appears in the September edition of Health Education & Behavior.",https://cher.unc.edu/files/2017/09/hebc_44_4.cover_.png,36.052505493164,-79.107696533203,-1,
R_3CtKPliwVWOAp93,Default Response Set,Anonymous,,,152.23.83.210,0,2017-09-06 09:58:27,2017-09-06 09:59:21,1,1,UNC Center for Health Equity Research,,,New Publication from CHER: Bioavailable Insulin-Like Growth Factor-I as Mediator of Racial Disparity in Obesity-Relevant Breast and Colorectal Cancer Risk Among Postmenopausal Women,https://cher.unc.edu/searchpub/bioavailable-insulin-like-growth-factor-mediator-racial-disparity-obesity-relevant-breast-colorectal-cancer-risk-among-postmenopausal-women/,09/05/2017,CHER Publication,,,,,,,,,,,,1,"A recent publication by CHER Director, Giselle Corbie-Smith, MD, MSc, and her collaborators entitled ""Bioavailable Insulin-Like Growth Factor-I as Mediator of Racial Disparity in Obesity-Relevant Breast and Colorectal Cancer Risk Among Postmenopausal Women"" appears in the March edition of Menopause: The Journal of The North American Menopause Society.",https://cher.unc.edu/files/2017/08/The-North-American-Menopause-Society.jpeg,36.052505493164,-79.107696533203,-1,
R_2rVIaRTDOTGkG1R,Default Response Set,Anonymous,,,152.23.83.210,0,2017-09-06 10:02:20,2017-09-06 11:08:23,1,1,UNC Center for Health Equity Research,,,CHER Statement on the Violence at Charlottesville,https://cher.unc.edu/response-to-charlottesville/,09/06/2017,CHER News,,,,,,,,,,,1,,"Our hearts, prayers, and heartfelt condolences are with the victims of the attack in Charlottesville. The physical and mental health impact of racialized violence is both swift and devastating to its immediate victims, and unrelenting and enduring for the families and those of us at a greater distance. &lt;a href=""https://cher.unc.edu/response-to-charlottesville/"" target=""_blank""&gt;READ FULL STATEMENT&lt;/a&gt;",https://cher.unc.edu/files/2015/05/Center-for-Health-Equity-Research_542-2.png,36.052505493164,-79.107696533203,-1,
R_9shrxPGTrBdzN1X,Default Response Set,Anonymous,,,152.23.47.241,0,2017-09-06 16:11:18,2017-09-06 16:11:43,1,1,UNC Center for Health Equity Research,,,Resources for Those Affected by Hurricane Harvey,https://cher.unc.edu/hurricane-harvey/,09/06/2017,CHER News,,,,,,,,,,,1,,"In the wake of Hurricane Harvey, HHS and other federal agencies have compiled resources for both those affected by the disaster and those who wish to help in its aftermath. Check &lt;a href=""https://cher.unc.edu/hurricane-harvey/"" target=""_blank""&gt;here for detailed information&lt;/a&gt;.",https://cher.unc.edu/files/2017/09/HurricanHarvey_photo3_cropped.jpg,36.052505493164,-79.107696533203,-1,
